filename,frame_index,timestamp_seconds,source_video
dataset\VideoOneShorten\frames\frame_000285.png,285,47.5,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000286.png,286,47.666666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000287.png,287,47.833333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000288.png,288,48.0,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000289.png,289,48.166666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000290.png,290,48.333333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000291.png,291,48.5,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000292.png,292,48.666666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000293.png,293,48.833333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000294.png,294,49.0,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000295.png,295,49.166666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000296.png,296,49.333333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000297.png,297,49.5,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000298.png,298,49.666666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000299.png,299,49.833333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000300.png,300,50.0,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000301.png,301,50.166666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000302.png,302,50.333333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000303.png,303,50.5,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000304.png,304,50.666666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000305.png,305,50.833333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000306.png,306,51.0,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000307.png,307,51.166666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000308.png,308,51.333333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000309.png,309,51.5,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000310.png,310,51.666666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000311.png,311,51.833333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000312.png,312,52.0,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000313.png,313,52.166666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000314.png,314,52.333333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000315.png,315,52.5,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000316.png,316,52.666666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000317.png,317,52.833333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000318.png,318,53.0,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000319.png,319,53.166666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000320.png,320,53.333333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000321.png,321,53.5,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000322.png,322,53.666666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000323.png,323,53.833333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000324.png,324,54.0,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000325.png,325,54.166666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000326.png,326,54.333333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000327.png,327,54.5,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000328.png,328,54.666666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000329.png,329,54.833333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000330.png,330,55.0,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000331.png,331,55.166666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000332.png,332,55.333333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000333.png,333,55.5,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000334.png,334,55.666666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000335.png,335,55.833333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000336.png,336,56.0,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000337.png,337,56.166666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000338.png,338,56.333333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000339.png,339,56.5,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000340.png,340,56.666666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000341.png,341,56.833333333333336,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000342.png,342,57.0,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000343.png,343,57.166666666666664,videos\VideoOneShorten.mp4
dataset\VideoOneShorten\frames\frame_000344.png,344,57.333333333333336,videos\VideoOneShorten.mp4
